,pokedex_no,name,type1,type2,moves,hp,attack,defense,special-attack,special-defense,speed
126,127,pinsir,bug,,"[['vice-grip', 'normal'], ['guillotine', 'normal'], ['swords-dance', 'normal'], ['cut', 'normal'], ['bind', 'normal'], ['headbutt', 'normal'], ['fury-attack', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['thrash', 'normal'], ['double-edge', 'normal'], ['hyper-beam', 'normal'], ['submission', 'fighting'], ['seismic-toss', 'fighting'], ['strength', 'normal'], ['string-shot', 'bug'], ['earthquake', 'ground'], ['dig', 'ground'], ['toxic', 'poison'], ['quick-attack', 'normal'], ['rage', 'normal'], ['mimic', 'normal'], ['double-team', 'normal'], ['harden', 'normal'], ['focus-energy', 'normal'], ['bide', 'normal'], ['rest', 'psychic'], ['rock-slide', 'rock'], ['slash', 'normal'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['flail', 'normal'], ['reversal', 'fighting'], ['protect', 'normal'], ['feint-attack', 'dark'], ['outrage', 'dragon'], ['endure', 'normal'], ['false-swipe', 'normal'], ['swagger', 'normal'], ['fury-cutter', 'bug'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['vital-throw', 'fighting'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['rock-smash', 'fighting'], ['facade', 'normal'], ['focus-punch', 'fighting'], ['helping-hand', 'normal'], ['superpower', 'fighting'], ['revenge', 'fighting'], ['brick-break', 'fighting'], ['knock-off', 'dark'], ['secret-power', 'normal'], ['rock-tomb', 'rock'], ['iron-defense', 'steel'], ['bulk-up', 'fighting'], ['natural-gift', 'normal'], ['feint', 'normal'], ['close-combat', 'fighting'], ['fling', 'dark'], ['me-first', 'normal'], ['x-scissor', 'bug'], ['focus-blast', 'fighting'], ['giga-impact', 'normal'], ['rock-climb', 'normal'], ['stone-edge', 'rock'], ['captivate', 'normal'], ['stealth-rock', 'rock'], ['bug-bite', 'bug'], ['double-hit', 'normal'], ['smack-down', 'rock'], ['storm-throw', 'fighting'], ['round', 'normal'], ['struggle-bug', 'bug'], ['bulldoze', 'ground'], ['confide', 'normal'], ['high-horsepower', 'ground'], ['throat-chop', 'dark'], ['brutal-swing', 'dark']]",65,125,100,55,70,85
127,128,tauros,normal,,"[['stomp', 'normal'], ['headbutt', 'normal'], ['horn-attack', 'normal'], ['horn-drill', 'normal'], ['tackle', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['thrash', 'normal'], ['double-edge', 'normal'], ['tail-whip', 'normal'], ['leer', 'normal'], ['flamethrower', 'fire'], ['surf', 'water'], ['ice-beam', 'ice'], ['blizzard', 'ice'], ['hyper-beam', 'normal'], ['strength', 'normal'], ['solar-beam', 'grass'], ['thunderbolt', 'electric'], ['thunder', 'electric'], ['earthquake', 'ground'], ['fissure', 'ground'], ['dig', 'ground'], ['toxic', 'poison'], ['rage', 'normal'], ['mimic', 'normal'], ['double-team', 'normal'], ['focus-energy', 'normal'], ['bide', 'normal'], ['fire-blast', 'fire'], ['skull-bash', 'normal'], ['rest', 'psychic'], ['rock-slide', 'rock'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['reversal', 'fighting'], ['spite', 'ghost'], ['protect', 'normal'], ['scary-face', 'normal'], ['zap-cannon', 'electric'], ['icy-wind', 'ice'], ['outrage', 'dragon'], ['sandstorm', 'rock'], ['endure', 'normal'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['megahorn', 'bug'], ['pursuit', 'dark'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['shadow-ball', 'ghost'], ['rock-smash', 'fighting'], ['whirlpool', 'water'], ['uproar', 'normal'], ['facade', 'normal'], ['helping-hand', 'normal'], ['role-play', 'psychic'], ['revenge', 'fighting'], ['endeavor', 'normal'], ['secret-power', 'normal'], ['rock-tomb', 'rock'], ['shock-wave', 'electric'], ['water-pulse', 'water'], ['natural-gift', 'normal'], ['close-combat', 'fighting'], ['payback', 'dark'], ['assurance', 'dark'], ['giga-impact', 'normal'], ['zen-headbutt', 'psychic'], ['rock-climb', 'normal'], ['iron-head', 'steel'], ['stone-edge', 'rock'], ['captivate', 'normal'], ['round', 'normal'], ['incinerate', 'fire'], ['retaliate', 'normal'], ['bulldoze', 'ground'], ['work-up', 'normal'], ['wild-charge', 'electric'], ['confide', 'normal'], ['high-horsepower', 'ground'], ['throat-chop', 'dark'], ['smart-strike', 'steel'], ['stomping-tantrum', 'ground'], ['lash-out', 'dark'], ['tera-blast', 'normal'], ['raging-bull', 'normal'], ['trailblaze', 'grass']]",75,100,95,40,70,110
128,129,magikarp,water,,"[['tackle', 'normal'], ['hydro-pump', 'water'], ['splash', 'normal'], ['flail', 'normal'], ['bounce', 'flying']]",20,10,55,15,20,80
129,130,gyarados,water,flying,"[['bind', 'normal'], ['headbutt', 'normal'], ['tackle', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['thrash', 'normal'], ['double-edge', 'normal'], ['leer', 'normal'], ['bite', 'dark'], ['roar', 'normal'], ['flamethrower', 'fire'], ['water-gun', 'water'], ['hydro-pump', 'water'], ['surf', 'water'], ['ice-beam', 'ice'], ['blizzard', 'ice'], ['bubble-beam', 'water'], ['hyper-beam', 'normal'], ['strength', 'normal'], ['dragon-rage', 'dragon'], ['thunderbolt', 'electric'], ['thunder-wave', 'electric'], ['thunder', 'electric'], ['earthquake', 'ground'], ['toxic', 'poison'], ['rage', 'normal'], ['mimic', 'normal'], ['double-team', 'normal'], ['reflect', 'psychic'], ['focus-energy', 'normal'], ['bide', 'normal'], ['fire-blast', 'fire'], ['waterfall', 'water'], ['skull-bash', 'normal'], ['splash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['snore', 'normal'], ['curse', 'ghost'], ['flail', 'normal'], ['spite', 'ghost'], ['protect', 'normal'], ['scary-face', 'normal'], ['zap-cannon', 'electric'], ['icy-wind', 'ice'], ['outrage', 'dragon'], ['sandstorm', 'rock'], ['endure', 'normal'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['dragon-breath', 'dragon'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['twister', 'dragon'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['crunch', 'dark'], ['rock-smash', 'fighting'], ['whirlpool', 'water'], ['uproar', 'normal'], ['hail', 'ice'], ['torment', 'dark'], ['facade', 'normal'], ['taunt', 'dark'], ['helping-hand', 'normal'], ['endeavor', 'normal'], ['secret-power', 'normal'], ['dive', 'water'], ['muddy-water', 'water'], ['bounce', 'flying'], ['dragon-dance', 'dragon'], ['water-pulse', 'water'], ['brine', 'water'], ['natural-gift', 'normal'], ['payback', 'dark'], ['dark-pulse', 'dark'], ['aqua-tail', 'water'], ['dragon-pulse', 'dragon'], ['giga-impact', 'normal'], ['avalanche', 'ice'], ['ice-fang', 'ice'], ['power-whip', 'grass'], ['iron-head', 'steel'], ['stone-edge', 'rock'], ['captivate', 'normal'], ['round', 'normal'], ['scald', 'water'], ['incinerate', 'fire'], ['bulldoze', 'ground'], ['dragon-tail', 'dragon'], ['hurricane', 'flying'], ['confide', 'normal'], ['brutal-swing', 'dark'], ['scale-shot', 'dragon'], ['lash-out', 'dark'], ['tera-blast', 'normal'], ['chilling-water', 'water'], ['dragon-cheer', 'dragon'], ['temper-flare', 'fire']]",95,125,79,60,100,81
130,131,lapras,water,ice,"[['headbutt', 'normal'], ['horn-drill', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['growl', 'normal'], ['roar', 'normal'], ['sing', 'normal'], ['mist', 'ice'], ['water-gun', 'water'], ['hydro-pump', 'water'], ['surf', 'water'], ['ice-beam', 'ice'], ['blizzard', 'ice'], ['bubble-beam', 'water'], ['aurora-beam', 'ice'], ['hyper-beam', 'normal'], ['strength', 'normal'], ['solar-beam', 'grass'], ['dragon-rage', 'dragon'], ['thunderbolt', 'electric'], ['thunder', 'electric'], ['earthquake', 'ground'], ['fissure', 'ground'], ['toxic', 'poison'], ['psychic', 'psychic'], ['rage', 'normal'], ['mimic', 'normal'], ['double-team', 'normal'], ['confuse-ray', 'ghost'], ['haze', 'ice'], ['reflect', 'psychic'], ['bide', 'normal'], ['waterfall', 'water'], ['skull-bash', 'normal'], ['dream-eater', 'psychic'], ['psywave', 'psychic'], ['rest', 'psychic'], ['substitute', 'normal'], ['nightmare', 'ghost'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['zap-cannon', 'electric'], ['foresight', 'normal'], ['perish-song', 'normal'], ['icy-wind', 'ice'], ['outrage', 'dragon'], ['endure', 'normal'], ['charm', 'fairy'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['heal-bell', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['safeguard', 'normal'], ['megahorn', 'bug'], ['dragon-breath', 'dragon'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['ancient-power', 'rock'], ['future-sight', 'psychic'], ['rock-smash', 'fighting'], ['whirlpool', 'water'], ['hail', 'ice'], ['facade', 'normal'], ['helping-hand', 'normal'], ['refresh', 'normal'], ['secret-power', 'normal'], ['dive', 'water'], ['hyper-voice', 'normal'], ['weather-ball', 'normal'], ['tickle', 'normal'], ['signal-beam', 'bug'], ['sheer-cold', 'ice'], ['muddy-water', 'water'], ['icicle-spear', 'ice'], ['block', 'normal'], ['dragon-dance', 'dragon'], ['shock-wave', 'electric'], ['water-pulse', 'water'], ['brine', 'water'], ['natural-gift', 'normal'], ['aqua-tail', 'water'], ['dragon-pulse', 'dragon'], ['giga-impact', 'normal'], ['avalanche', 'ice'], ['ice-shard', 'ice'], ['zen-headbutt', 'psychic'], ['iron-head', 'steel'], ['captivate', 'normal'], ['round', 'normal'], ['echoed-voice', 'normal'], ['bulldoze', 'ground'], ['frost-breath', 'ice'], ['drill-run', 'ground'], ['freeze-dry', 'ice'], ['disarming-voice', 'fairy'], ['confide', 'normal'], ['sparkling-aria', 'water'], ['smart-strike', 'steel'], ['liquidation', 'water'], ['body-press', 'fighting'], ['life-dew', 'water'], ['tera-blast', 'normal'], ['snowscape', 'ice'], ['chilling-water', 'water'], ['dragon-cheer', 'dragon'], ['alluring-voice', 'fairy'], ['psychic-noise', 'psychic']]",130,85,80,85,95,60
131,132,ditto,normal,,"[['transform', 'normal']]",48,48,48,48,48,48
132,133,eevee,normal,,"[['pay-day', 'normal'], ['double-kick', 'fighting'], ['sand-attack', 'ground'], ['headbutt', 'normal'], ['tackle', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['tail-whip', 'normal'], ['bite', 'dark'], ['growl', 'normal'], ['roar', 'normal'], ['dig', 'ground'], ['toxic', 'poison'], ['quick-attack', 'normal'], ['rage', 'normal'], ['mimic', 'normal'], ['double-team', 'normal'], ['reflect', 'psychic'], ['focus-energy', 'normal'], ['bide', 'normal'], ['swift', 'normal'], ['skull-bash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['snore', 'normal'], ['curse', 'ghost'], ['flail', 'normal'], ['protect', 'normal'], ['mud-slap', 'ground'], ['detect', 'fighting'], ['endure', 'normal'], ['charm', 'fairy'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['heal-bell', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['baton-pass', 'normal'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['shadow-ball', 'ghost'], ['facade', 'normal'], ['helping-hand', 'normal'], ['wish', 'normal'], ['yawn', 'normal'], ['refresh', 'normal'], ['secret-power', 'normal'], ['hyper-voice', 'normal'], ['weather-ball', 'normal'], ['fake-tears', 'dark'], ['tickle', 'normal'], ['covet', 'normal'], ['calm-mind', 'psychic'], ['natural-gift', 'normal'], ['trump-card', 'normal'], ['copycat', 'normal'], ['last-resort', 'normal'], ['captivate', 'normal'], ['synchronoise', 'psychic'], ['round', 'normal'], ['echoed-voice', 'normal'], ['stored-power', 'psychic'], ['retaliate', 'normal'], ['work-up', 'normal'], ['confide', 'normal'], ['baby-doll-eyes', 'fairy'], ['laser-focus', 'normal'], ['tera-blast', 'normal'], ['trailblaze', 'grass'], ['alluring-voice', 'fairy']]",55,55,50,45,65,55
133,134,vaporeon,water,,"[['pay-day', 'normal'], ['double-kick', 'fighting'], ['sand-attack', 'ground'], ['headbutt', 'normal'], ['tackle', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['tail-whip', 'normal'], ['bite', 'dark'], ['growl', 'normal'], ['roar', 'normal'], ['mist', 'ice'], ['water-gun', 'water'], ['hydro-pump', 'water'], ['surf', 'water'], ['ice-beam', 'ice'], ['blizzard', 'ice'], ['bubble-beam', 'water'], ['aurora-beam', 'ice'], ['hyper-beam', 'normal'], ['strength', 'normal'], ['dig', 'ground'], ['toxic', 'poison'], ['quick-attack', 'normal'], ['rage', 'normal'], ['mimic', 'normal'], ['double-team', 'normal'], ['haze', 'ice'], ['reflect', 'psychic'], ['focus-energy', 'normal'], ['bide', 'normal'], ['waterfall', 'water'], ['swift', 'normal'], ['skull-bash', 'normal'], ['bubble', 'water'], ['acid-armor', 'poison'], ['rest', 'psychic'], ['substitute', 'normal'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['mud-slap', 'ground'], ['icy-wind', 'ice'], ['detect', 'fighting'], ['endure', 'normal'], ['charm', 'fairy'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['heal-bell', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['baton-pass', 'normal'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['shadow-ball', 'ghost'], ['rock-smash', 'fighting'], ['whirlpool', 'water'], ['hail', 'ice'], ['facade', 'normal'], ['helping-hand', 'normal'], ['yawn', 'normal'], ['secret-power', 'normal'], ['dive', 'water'], ['hyper-voice', 'normal'], ['weather-ball', 'normal'], ['fake-tears', 'dark'], ['signal-beam', 'bug'], ['muddy-water', 'water'], ['covet', 'normal'], ['calm-mind', 'psychic'], ['water-pulse', 'water'], ['brine', 'water'], ['natural-gift', 'normal'], ['copycat', 'normal'], ['last-resort', 'normal'], ['aqua-ring', 'water'], ['aqua-tail', 'water'], ['giga-impact', 'normal'], ['captivate', 'normal'], ['round', 'normal'], ['echoed-voice', 'normal'], ['stored-power', 'psychic'], ['scald', 'water'], ['retaliate', 'normal'], ['work-up', 'normal'], ['confide', 'normal'], ['baby-doll-eyes', 'fairy'], ['laser-focus', 'normal'], ['liquidation', 'water'], ['flip-turn', 'water'], ['tera-blast', 'normal'], ['trailblaze', 'grass'], ['chilling-water', 'water'], ['alluring-voice', 'fairy']]",130,65,60,110,95,65
134,135,jolteon,electric,,"[['pay-day', 'normal'], ['double-kick', 'fighting'], ['sand-attack', 'ground'], ['headbutt', 'normal'], ['tackle', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['tail-whip', 'normal'], ['pin-missile', 'bug'], ['bite', 'dark'], ['growl', 'normal'], ['roar', 'normal'], ['hyper-beam', 'normal'], ['strength', 'normal'], ['thunder-shock', 'electric'], ['thunderbolt', 'electric'], ['thunder-wave', 'electric'], ['thunder', 'electric'], ['dig', 'ground'], ['toxic', 'poison'], ['agility', 'psychic'], ['quick-attack', 'normal'], ['rage', 'normal'], ['mimic', 'normal'], ['double-team', 'normal'], ['light-screen', 'psychic'], ['reflect', 'psychic'], ['focus-energy', 'normal'], ['bide', 'normal'], ['swift', 'normal'], ['skull-bash', 'normal'], ['flash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['mud-slap', 'ground'], ['zap-cannon', 'electric'], ['detect', 'fighting'], ['endure', 'normal'], ['charm', 'fairy'], ['false-swipe', 'normal'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['heal-bell', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['baton-pass', 'normal'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['shadow-ball', 'ghost'], ['rock-smash', 'fighting'], ['facade', 'normal'], ['charge', 'electric'], ['helping-hand', 'normal'], ['yawn', 'normal'], ['secret-power', 'normal'], ['hyper-voice', 'normal'], ['weather-ball', 'normal'], ['fake-tears', 'dark'], ['metal-sound', 'steel'], ['signal-beam', 'bug'], ['covet', 'normal'], ['calm-mind', 'psychic'], ['shock-wave', 'electric'], ['natural-gift', 'normal'], ['copycat', 'normal'], ['last-resort', 'normal'], ['magnet-rise', 'electric'], ['giga-impact', 'normal'], ['thunder-fang', 'electric'], ['discharge', 'electric'], ['captivate', 'normal'], ['charge-beam', 'electric'], ['electro-ball', 'electric'], ['round', 'normal'], ['echoed-voice', 'normal'], ['stored-power', 'psychic'], ['retaliate', 'normal'], ['volt-switch', 'electric'], ['work-up', 'normal'], ['electroweb', 'electric'], ['wild-charge', 'electric'], ['confide', 'normal'], ['eerie-impulse', 'electric'], ['electric-terrain', 'electric'], ['baby-doll-eyes', 'fairy'], ['laser-focus', 'normal'], ['rising-voltage', 'electric'], ['tera-blast', 'normal'], ['trailblaze', 'grass'], ['alluring-voice', 'fairy']]",65,65,60,110,95,130
135,136,flareon,fire,,"[['pay-day', 'normal'], ['double-kick', 'fighting'], ['sand-attack', 'ground'], ['headbutt', 'normal'], ['tackle', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['tail-whip', 'normal'], ['leer', 'normal'], ['bite', 'dark'], ['growl', 'normal'], ['roar', 'normal'], ['ember', 'fire'], ['flamethrower', 'fire'], ['hyper-beam', 'normal'], ['strength', 'normal'], ['fire-spin', 'fire'], ['dig', 'ground'], ['toxic', 'poison'], ['quick-attack', 'normal'], ['rage', 'normal'], ['mimic', 'normal'], ['double-team', 'normal'], ['reflect', 'psychic'], ['focus-energy', 'normal'], ['bide', 'normal'], ['smog', 'poison'], ['fire-blast', 'fire'], ['swift', 'normal'], ['skull-bash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['scary-face', 'normal'], ['mud-slap', 'ground'], ['zap-cannon', 'electric'], ['detect', 'fighting'], ['endure', 'normal'], ['charm', 'fairy'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['heal-bell', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['baton-pass', 'normal'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['shadow-ball', 'ghost'], ['rock-smash', 'fighting'], ['heat-wave', 'fire'], ['will-o-wisp', 'fire'], ['facade', 'normal'], ['helping-hand', 'normal'], ['superpower', 'fighting'], ['yawn', 'normal'], ['endeavor', 'normal'], ['secret-power', 'normal'], ['hyper-voice', 'normal'], ['weather-ball', 'normal'], ['fake-tears', 'dark'], ['overheat', 'fire'], ['covet', 'normal'], ['calm-mind', 'psychic'], ['natural-gift', 'normal'], ['copycat', 'normal'], ['last-resort', 'normal'], ['flare-blitz', 'fire'], ['giga-impact', 'normal'], ['fire-fang', 'fire'], ['lava-plume', 'fire'], ['captivate', 'normal'], ['flame-charge', 'fire'], ['round', 'normal'], ['echoed-voice', 'normal'], ['stored-power', 'psychic'], ['incinerate', 'fire'], ['retaliate', 'normal'], ['work-up', 'normal'], ['confide', 'normal'], ['mystical-fire', 'fire'], ['baby-doll-eyes', 'fairy'], ['laser-focus', 'normal'], ['burning-jealousy', 'fire'], ['scorching-sands', 'ground'], ['tera-blast', 'normal'], ['trailblaze', 'grass'], ['alluring-voice', 'fairy'], ['temper-flare', 'fire']]",65,130,60,95,110,65
136,137,porygon,normal,,"[['headbutt', 'normal'], ['tackle', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['ice-beam', 'ice'], ['blizzard', 'ice'], ['psybeam', 'psychic'], ['hyper-beam', 'normal'], ['solar-beam', 'grass'], ['thunder-shock', 'electric'], ['thunderbolt', 'electric'], ['thunder-wave', 'electric'], ['thunder', 'electric'], ['toxic', 'poison'], ['psychic', 'psychic'], ['agility', 'psychic'], ['rage', 'normal'], ['teleport', 'psychic'], ['mimic', 'normal'], ['double-team', 'normal'], ['recover', 'normal'], ['barrier', 'psychic'], ['reflect', 'psychic'], ['bide', 'normal'], ['swift', 'normal'], ['skull-bash', 'normal'], ['dream-eater', 'psychic'], ['flash', 'normal'], ['psywave', 'psychic'], ['rest', 'psychic'], ['sharpen', 'normal'], ['conversion', 'normal'], ['tri-attack', 'normal'], ['substitute', 'normal'], ['thief', 'dark'], ['nightmare', 'ghost'], ['snore', 'normal'], ['curse', 'ghost'], ['conversion-2', 'normal'], ['protect', 'normal'], ['zap-cannon', 'electric'], ['icy-wind', 'ice'], ['lock-on', 'normal'], ['endure', 'normal'], ['swagger', 'normal'], ['spark', 'electric'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['pain-split', 'normal'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['psych-up', 'normal'], ['shadow-ball', 'ghost'], ['facade', 'normal'], ['charge', 'electric'], ['trick', 'psychic'], ['magic-coat', 'psychic'], ['recycle', 'normal'], ['secret-power', 'normal'], ['signal-beam', 'bug'], ['aerial-ace', 'flying'], ['shock-wave', 'electric'], ['gravity', 'psychic'], ['natural-gift', 'normal'], ['power-swap', 'psychic'], ['guard-swap', 'psychic'], ['last-resort', 'normal'], ['magnet-rise', 'electric'], ['giga-impact', 'normal'], ['zen-headbutt', 'psychic'], ['trick-room', 'psychic'], ['discharge', 'electric'], ['charge-beam', 'electric'], ['wonder-room', 'psychic'], ['psyshock', 'psychic'], ['telekinesis', 'psychic'], ['foul-play', 'dark'], ['round', 'normal'], ['ally-switch', 'psychic'], ['electroweb', 'electric'], ['confide', 'normal'], ['eerie-impulse', 'electric'], ['speed-swap', 'psychic'], ['tera-blast', 'normal']]",65,60,70,85,75,40
